protein_id	gene_symbol	mol_weight_kd	mol_weight
DNMT3A	Dnmt3a	101.67087440000061	101670.87440000061	normal
DNMT3A	Dnmt3a	101.67087440000061	101670.87440000061	normal
GM3002	Gm3002	25.494070900000033	25494.07090000003	normal
GM15448	Gm15448	75.9287491000003	75928.7491000003	normal
GM15448	Gm15448	63.15052160000017	63150.52160000017	normal
GM15448	Gm15448	74.05460530000028	74054.60530000027	normal
OLFR15	Olfr15	34.3191754	34319.1754	normal
OLFR15	Olfr15	34.3191754	34319.1754	normal
RPS20	Rps20	13.372561899999987	13372.561899999986	normal
PLEKHG1	Plekhg1	164.11875330000038	164118.7533000004	normal
PIRA2	Pira2	75.66339970000031	75663.39970000031	normal
CALM4	Calm4	16.766545599999993	16766.545599999994	normal
PIRA2	Pira2	73.71719320000028	73717.19320000029	normal
OLFR15	Olfr15	34.3191754	34319.1754	normal
LRRD1	Lrrd1	97.13098100000052	97130.98100000052	normal
GM3033	Gm3033	16.977090099999995	16977.090099999994	normal
ZFP174	Zfp174	47.09790130000003	47097.901300000034	normal
CD209E	Cd209e	24.388745700000015	24388.745700000014	normal
CHKA	Chka	49.90384590000005	49903.84590000005	normal
CHKA	Chka	51.98395580000005	51983.95580000005	normal
CALM5	Calm5	13.352853599999998	13352.853599999999	normal
CALM5	Calm5	15.919610100000002	15919.610100000002	normal
ZFP597	Zfp597	47.99243620000016	47992.43620000016	normal
MOS	Mos	37.885295200000044	37885.295200000044	normal
CD209D	Cd209d	26.925137400000015	26925.137400000014	normal
CD209D	Cd209d	23.49994330000001	23499.94330000001	normal
PLEKHG1	Plekhg1	155.87452820000053	155874.52820000052	normal
NET1	Net1	61.7638513000001	61763.8513000001	normal
NET1	Net1	4.984672799999999	4984.672799999999	normal
NET1	Net1	67.73345830000012	67733.45830000013	normal
GM2916	Gm2916	14.430411899999987	14430.411899999986	normal
GM14548	Gm14548	75.6203714000003	75620.3714000003	normal
NAA60	Naa60	20.1588282	20158.8282	normal
NAA60	Naa60	27.507091200000033	27507.09120000003	normal
NAA60	Naa60	27.507091200000033	27507.09120000003	normal
4921536K21RIK	4921536K21Rik	19.721488799999992	19721.488799999992	normal
MTERF1A	Mterf1a	43.81407820000002	43814.07820000002	normal
MTERF1A	Mterf1a	43.81407820000002	43814.07820000002	normal
DNMT3A	Dnmt3a	77.82288230000019	77822.88230000019	normal
DNMT3A	Dnmt3a	77.82288230000019	77822.88230000019	normal
GM2916	Gm2916	14.430411899999987	14430.411899999986	normal
NAA60	Naa60	10.470776699999993	10470.776699999993	normal
NAA60	Naa60	18.6231188	18623.1188	normal
NAA60	Naa60	27.507091200000033	27507.09120000003	normal
DUSP18	Dusp18	21.118290500000004	21118.290500000003	normal
DUSP18	Dusp18	21.118290500000004	21118.290500000003	normal
TCIRG1	Tcirg1	93.45851360000056	93458.51360000056	normal
TCIRG1	Tcirg1	93.45851360000056	93458.51360000056	normal
TCIRG1	Tcirg1	93.45851360000056	93458.51360000056	normal
PLAG1	Plag1	55.57842670000023	55578.42670000023	normal
1700037C18RIK	1700037C18Rik	18.156331999999995	18156.331999999995	normal
1700037C18RIK	1700037C18Rik	18.616898299999992	18616.898299999993	normal
SLC35E4	Slc35e4	37.25257770000001	37252.57770000001	normal
SLC35E4	Slc35e4	37.19552640000002	37195.52640000002	normal
LILRA6	Lilra6	35.81283290000007	35812.83290000007	normal
LILRA6	Lilra6	73.57304460000026	73573.04460000026	normal
LILRA6	Lilra6	69.2522238000002	69252.2238000002	normal
CLUAP1	Cluap1	47.95232060000016	47952.32060000016	normal
NDUFS8	Ndufs8	24.03808420000001	24038.084200000012	normal
NDUFS8	Ndufs8	24.03808420000001	24038.084200000012	normal
NDUFS8	Ndufs8	24.03808420000001	24038.084200000012	normal
NDUFS8	Ndufs8	24.03808420000001	24038.084200000012	normal
ALDH3B1	Aldh3b1	52.29156560000006	52291.56560000006	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
TCN2	Tcn2	47.58520490000008	47585.20490000008	normal
NET1	Net1	7.831974500000003	7831.974500000003	normal
CD209B	Cd209b	37.111168300000024	37111.16830000003	normal
CD209B	Cd209b	33.88824500000002	33888.24500000002	normal
CD209B	Cd209b	36.31599710000003	36315.99710000003	normal
TUBAL3	Tubal3	49.987579700000076	49987.579700000075	normal
AKAP9	Akap9	434.13479459999877	434134.79459999874	normal
GM3029	Gm3029	24.165398000000028	24165.398000000027	normal
GM3029	Gm3029	24.222449300000022	24222.449300000022	normal
UNC93B1	Unc93b1	69.35253950000018	69352.53950000017	normal
UNC93B1	Unc93b1	47.83596800000004	47835.96800000004	normal
4930556J24RIK	4930556J24Rik	15.809797999999999	15809.797999999999	normal
CHCHD7	Chchd7	10.101449999999994	10101.449999999995	normal
CHCHD7	Chchd7	10.101449999999994	10101.449999999995	normal
CHCHD7	Chchd7	7.0288398999999995	7028.839899999999	normal
CHCHD7	Chchd7	10.101449999999994	10101.449999999995	normal
CHCHD7	Chchd7	10.101449999999994	10101.449999999995	normal
CHCHD7	Chchd7	6.370181799999998	6370.1817999999985	normal
CHCHD7	Chchd7	10.101449999999994	10101.449999999995	normal
CD209C	Cd209c	21.24489710000001	21244.89710000001	normal
UCN3	Ucn3	18.06261579999999	18062.61579999999	normal
CHCHD7	Chchd7	10.101449999999994	10101.449999999995	normal
NLRC3	Nlrc3	41.66820640000005	41668.206400000054	normal
NLRC3	Nlrc3	119.85438050000106	119854.38050000106	normal
POMC	Pomc	26.70679540000001	26706.79540000001	normal
POMC	Pomc	26.70679540000001	26706.79540000001	normal
POMC	Pomc	26.70679540000001	26706.79540000001	normal
BTBD35F16	Btbd35f16	57.78776790000005	57787.76790000005	normal
ALDH3B3	Aldh3b3	53.119335300000046	53119.33530000004	normal
EFR3B	Efr3b	92.40538860000049	92405.38860000049	normal
TFPI2	Tfpi2	26.136893500000028	26136.893500000027	normal
GM3095	Gm3095	20.047444600000006	20047.444600000006	normal
PES1	Pes1	68.23023170000022	68230.23170000022	normal
PES1	Pes1	67.79471450000024	67794.71450000023	normal
FBXO4	Fbxo4	43.7764002000001	43776.4002000001	normal
ALDH3B2	Aldh3b2	52.98199390000001	52981.993900000016	normal
GM11808	Gm11808	14.72815559999998	14728.15559999998	normal
MTHFD1L	Mthfd1l	105.72756750000069	105727.56750000069	normal
MTHFD1L	Mthfd1l	105.72756750000069	105727.56750000069	normal
MTHFD1L	Mthfd1l	105.72756750000069	105727.56750000069	normal
SLX4	Slx4	172.40954749999997	172409.5475	normal
AW549877	AW549877	33.47096020000003	33470.96020000003	normal
GAL3ST1	Gal3st1	48.967861400000054	48967.86140000005	normal
GAL3ST1	Gal3st1	48.967861400000054	48967.86140000005	normal
ACY3	Acy3	35.28579739999999	35285.797399999996	normal
ACY3	Acy3	35.28579739999999	35285.797399999996	normal
ACY3	Acy3	35.28579739999999	35285.797399999996	normal
GAL3ST1	Gal3st1	48.967861400000054	48967.86140000005	normal
TBX10	Tbx10	42.40685120000006	42406.85120000006	normal
GNGT1	Gngt1	8.527838199999994	8527.838199999995	normal
SDR16C5	Sdr16c5	34.19280529999999	34192.80529999999	normal
GM3099	Gm3099	24.242495200000022	24242.495200000023	normal
GM3099	Gm3099	24.18840470000002	24188.40470000002	normal
RP1	Rp1	153.26184460000025	153261.84460000024	normal
NUDT8	Nudt8	23.252478300000007	23252.478300000006	normal
DOC2G	Doc2g	43.469132600000066	43469.13260000006	normal
LAIR1	Lair1	17.523950499999987	17523.950499999988	normal
GNG11	Gng11	8.480680899999996	8480.680899999996	normal
LAIR1	Lair1	27.69342980000002	27693.42980000002	normal
NDUFV1	Ndufv1	41.83331030000009	41833.31030000009	normal
NDUFV1	Ndufv1	41.83331030000009	41833.31030000009	normal
NDUFV1	Ndufv1	50.83362720000009	50833.62720000009	normal
NDUFV1	Ndufv1	49.91261860000007	49912.618600000074	normal
LAIR1	Lair1	29.792645700000037	29792.645700000037	normal
LAIR1	Lair1	25.128067200000004	25128.067200000005	normal
LAIR1	Lair1	12.85937199999999	12859.37199999999	normal
FRMD4A	Frmd4a	115.44794550000083	115447.94550000083	normal
GM5796	Gm5796	24.41776210000003	24417.76210000003	normal
OXCT1	Oxct1	55.987933000000005	55987.933000000005	normal
OXCT1	Oxct1	52.2777651	52277.765100000004	normal
SEC14L4	Sec14l4	46.05262430000002	46052.62430000002	normal
GSTP1	Gstp1	21.6275632	21627.5632	normal
DNASE1	Dnase1	32.02701460000002	32027.01460000002	normal
DNASE1	Dnase1	32.02701460000002	32027.01460000002	normal
BTBD35F3	Btbd35f3	57.65368390000006	57653.68390000006	normal
TRAP1	Trap1	80.20799900000027	80207.99900000027	normal
AKR1C14	Akr1c14	37.18839330000005	37188.393300000054	normal
SDR16C6	Sdr16c6	35.157975600000036	35157.975600000034	normal
SDR16C6	Sdr16c6	35.157975600000036	35157.975600000034	normal
AKR1C14	Akr1c14	37.18839330000005	37188.393300000054	normal
SEC14L3	Sec14l3	46.08363380000008	46083.633800000076	normal
BET1	Bet1	13.274188699999986	13274.188699999986	normal
CYP51	Cyp51	56.774973800000026	56774.97380000003	normal
CREBBP	Crebbp	265.5643937000013	265564.3937000013	normal
CABP2	Cabp2	22.5709711	22570.971100000002	normal
DNAJC27	Dnajc27	30.830985700000035	30830.985700000034	normal
DNAJC27	Dnajc27	30.830985700000035	30830.985700000034	normal
CABP2	Cabp2	19.229601499999998	19229.601499999997	normal
CABP2	Cabp2	24.834818	24834.818	normal
CREBBP	Crebbp	261.20645450000126	261206.45450000124	normal
GM3115	Gm3115	24.888290400000034	24888.290400000034	normal
GM3115	Gm3115	24.14441860000003	24144.41860000003	normal
MTFP1	Mtfp1	18.3138225	18313.822500000002	normal
SEC14L2	Sec14l2	46.29975110000006	46299.75110000006	normal
CDK2AP2	Cdk2ap2	13.201849099999988	13201.849099999989	normal
CDK2AP2	Cdk2ap2	10.925270999999997	10925.270999999997	normal
CDK2AP2	Cdk2ap2	5.693338200000002	5693.338200000002	normal
PITPNM1	Pitpnm1	134.93826300000063	134938.26300000062	normal
PITPNM1	Pitpnm1	134.93826300000063	134938.26300000062	normal
CD209F	Cd209f	28.987913200000015	28987.913200000017	normal
CD209F	Cd209f	30.98514660000002	30985.146600000022	normal
GM8108	Gm8108	25.534028900000035	25534.028900000034	normal
AIP	Aip	37.60451080000006	37604.510800000055	normal
AIP	Aip	37.60451080000006	37604.510800000055	normal
TTYH1	Ttyh1	49.03187130000013	49031.87130000013	normal
TTYH1	Ttyh1	49.03187130000013	49031.87130000013	normal
TTYH1	Ttyh1	49.66413490000009	49664.13490000009	normal
TTYH1	Ttyh1	38.90591550000009	38905.91550000009	normal
TMEM134	Tmem134	20.191517	20191.517	normal
TMEM134	Tmem134	18.661521500000003	18661.521500000003	normal
GM8108	Gm8108	20.553300200000002	20553.3002	normal
AKR1C18	Akr1c18	34.223207500000065	34223.20750000006	normal
AKR1C18	Akr1c18	37.17640230000008	37176.402300000074	normal
ADCY3	Adcy3	128.9967501000004	128996.75010000041	normal
ADCY3	Adcy3	128.9967501000004	128996.75010000041	normal
ADCY3	Adcy3	129.08382740000042	129083.82740000042	normal
PENK	Penk	31.003809699999987	31003.809699999987	normal
ADCY3	Adcy3	129.08382740000042	129083.82740000042	normal
CD209G	Cd209g	22.094250300000002	22094.250300000003	normal
RNF215	Rnf215	41.60967020000007	41609.670200000066	normal
CABP4	Cabp4	30.267415000000014	30267.415000000015	normal
LENG8	Leng8	86.76580110000053	86765.80110000054	normal
LENG8	Leng8	14.031123000000003	14031.123000000003	normal
LENG8	Leng8	88.4633587000006	88463.3587000006	normal
GPR152	Gpr152	55.41888960000018	55418.88960000018	normal
CCDC157	Ccdc157	79.79452050000037	79794.52050000038	normal
CCDC157	Ccdc157	68.37348420000038	68373.48420000037	normal
LENG9	Leng9	52.612271300000046	52612.271300000044	normal
CORO1B	Coro1b	53.91159690000012	53911.59690000012	normal
CDC42EP5	Cdc42ep5	15.544511399999985	15544.511399999985	normal
FRMD4A	Frmd4a	116.45822080000082	116458.22080000081	normal
RPS6KB2	Rps6kb2	53.53758070000014	53537.580700000144	normal
PTPRCAP	Ptprcap	20.370401499999968	20370.401499999967	normal
RPS6KB2	Rps6kb2	43.55020110000012	43550.20110000012	normal
SF3A1	Sf3a1	88.54373560000028	88543.73560000028	normal
CARNS1	Carns1	102.13674410000066	102136.74410000065	normal
GM3127	Gm3127	24.01317130000003	24013.17130000003	normal
GM3127	Gm3127	30.723138800000058	30723.13880000006	normal
GM3127	Gm3127	24.070222600000026	24070.222600000026	normal
LYZL1	Lyzl1	16.802067299999987	16802.067299999988	normal
LYZL1	Lyzl1	11.503774199999999	11503.774199999998	normal
EVI5L	Evi5l	46.29175240000008	46291.75240000008	normal
EVI5L	Evi5l	92.97324330000056	92973.24330000055	normal
EVI5L	Evi5l	46.82140240000009	46821.402400000086	normal
EVI5L	Evi5l	86.43307730000048	86433.07730000047	normal
EVI5L	Evi5l	91.80494320000057	91804.94320000056	normal
GM2974	Gm2974	24.50380320000003	24503.803200000028	normal
TBC1D10C	Tbc1d10c	49.929371500000066	49929.37150000007	normal
TBC1D10C	Tbc1d10c	20.256886599999994	20256.886599999994	normal
TBC1D10C	Tbc1d10c	47.95808800000006	47958.08800000006	normal
TBC1D10A	Tbc1d10a	59.19510360000008	59195.10360000008	normal
TBC1D10A	Tbc1d10a	56.201785400000105	56201.7854000001	normal
AKR1C13	Akr1c13	37.05734450000004	37057.34450000004	normal
PPP1CA	Ppp1ca	37.53967760000004	37539.67760000004	normal
MTERF1B	Mterf1b	44.00438100000003	44004.38100000003	normal
RAD9A	Rad9a	42.05842970000012	42058.42970000012	normal
BTBD35F28	Btbd35f28	57.774689700000046	57774.689700000046	normal
CENPO	Cenpo	23.603681300000012	23603.68130000001	normal
GM2974	Gm2974	17.57314749999999	17573.147499999992	normal
PRR36	Prr36	110.69012190000105	110690.12190000105	normal
CENPO	Cenpo	34.153690200000064	34153.69020000006	normal
CENPO	Cenpo	20.3560827	20356.082700000003	normal
CLCF1	Clcf1	25.26074689999999	25260.74689999999	normal
GM45928	Gm45928	9.426577399999996	9426.577399999996	normal
CASTOR1	Castor1	36.57440820000004	36574.40820000004	normal
LRRC8E	Lrrc8e	90.50032770000061	90500.3277000006	normal
AKR1C19	Akr1c19	37.045153600000056	37045.153600000056	normal
POLD4	Pold4	12.40296799999999	12402.96799999999	normal
POLD4	Pold4	11.693094599999991	11693.094599999991	normal
POLD4	Pold4	3.7874106999999992	3787.4106999999995	normal
AKR1C19	Akr1c19	37.045153600000056	37045.153600000056	normal
PTRHD1	Ptrhd1	16.036593399999987	16036.593399999987	normal
OSM	Osm	30.113296700000028	30113.296700000028	normal
LILRA5	Lilra5	32.75564610000005	32755.64610000005	normal
MAP2K7	Map2k7	47.56145910000008	47561.45910000008	normal
MAP2K7	Map2k7	49.14734720000007	49147.34720000007	normal
MAP2K7	Map2k7	52.4959724000001	52495.9724000001	normal
MAP2K7	Map2k7	50.910084300000115	50910.08430000011	normal
MAP2K7	Map2k7	39.376362200000045	39376.36220000005	normal
MAP2K7	Map2k7	42.72498740000008	42724.98740000008	normal
MAP2K7	Map2k7	44.209784700000085	44209.784700000084	normal
NCOA1	Ncoa1	152.6423784000003	152642.3784000003	normal
TGFBR3L	Tgfbr3l	31.075734800000014	31075.734800000013	normal
NCOA1	Ncoa1	157.0143073000002	157014.30730000022	normal
GM3138	Gm3138	25.805047200000025	25805.047200000026	normal
SNAPC2	Snapc2	38.36914410000002	38369.14410000002	normal
SNAPC2	Snapc2	27.391096199999996	27391.096199999996	normal
LIF	Lif	22.286838800000005	22286.838800000005	normal
CTXN1	Ctxn1	9.058548099999996	9058.548099999996	normal
TIMM44	Timm44	51.09072830000009	51090.72830000009	normal
SSH3	Ssh3	72.22658720000025	72226.58720000026	normal
SSH3	Ssh3	72.09845800000026	72098.45800000026	normal
SSH3	Ssh3	72.69813830000027	72698.13830000027	normal
AKAP12	Akap12	180.69260789999976	180692.60789999977	normal
LIF	Lif	17.574140999999987	17574.140999999985	normal
AKR1C12	Akr1c12	37.06317350000006	37063.17350000006	normal
ANKRD13D	Ankrd13d	68.07490950000025	68074.90950000024	normal
ANKRD13D	Ankrd13d	16.816210399999996	16816.210399999996	normal
ELAVL1	Elavl1	36.168567200000005	36168.567200000005	normal
GRK2	Grk2	75.15251990000034	75152.51990000035	normal
GRK2	Grk2	79.6378139000004	79637.8139000004	normal
ADCY9	Adcy9	150.95255460000044	150952.55460000044	normal
ADCY9	Adcy9	124.38708070000078	124387.08070000078	normal
ADCY9	Adcy9	150.95255460000044	150952.55460000044	normal
ELAVL1	Elavl1	36.168567200000005	36168.567200000005	normal
BTBD35F20	Btbd35f20	57.85189950000006	57851.89950000006	normal
AASDHPPT	Aasdhppt	35.76372880000004	35763.72880000004	normal
KBTBD3	Kbtbd3	69.55019930000027	69550.19930000027	normal
KBTBD3	Kbtbd3	69.55019930000027	69550.19930000027	normal
KDM2A	Kdm2a	132.6662307000007	132666.2307000007	normal
KDM2A	Kdm2a	132.6662307000007	132666.2307000007	normal
GM3149	Gm3149	24.31061870000003	24310.618700000032	normal
GM3149	Gm3149	30.339646500000047	30339.646500000046	normal
GM3149	Gm3149	24.36767000000003	24367.670000000027	normal
CCL25	Ccl25	25.902475200000026	25902.475200000026	normal
MAP3K8	Map3k8	52.941087000000046	52941.08700000004	normal
AKAP12	Akap12	172.5574575999998	172557.4575999998	normal
2610042L04RIK	2610042L04Rik	17.788371999999995	17788.371999999996	normal
NCR1	Ncr1	37.23702170000002	37237.02170000002	normal
NCR1	Ncr1	33.148038300000046	33148.038300000044	normal
2610042L04RIK	2610042L04Rik	17.788371999999995	17788.371999999996	normal
KDM2A	Kdm2a	57.47926830000005	57479.268300000054	normal
RP1	Rp1	234.3857792000004	234385.7792000004	normal
HORMAD2	Hormad2	34.811361400000045	34811.361400000045	normal
HORMAD2	Hormad2	34.811361400000045	34811.361400000045	normal
AKAP12	Akap12	172.7926799999998	172792.6799999998	normal
AKAP12	Akap12	169.74130899999983	169741.30899999983	normal
CCL25	Ccl25	15.528871999999987	15528.871999999987	normal
CCL25	Ccl25	16.73237329999999	16732.37329999999	normal
GP6	Gp6	34.594274500000004	34594.27450000001	normal
ZBTB2	Zbtb2	57.28116890000009	57281.16890000009	normal
ZBTB2	Zbtb2	57.28116890000009	57281.16890000009	normal
GP6	Gp6	32.7251901	32725.1901	normal
BTBD35F17	Btbd35f17	57.78575220000006	57785.75220000006	normal
PLCXD3	Plcxd3	36.31423480000002	36314.23480000002	normal
MTPAP	Mtpap	65.22860840000027	65228.60840000027	normal
MSANTD4	Msantd4	41.24638900000001	41246.38900000001	normal
MSANTD4	Msantd4	41.24638900000001	41246.38900000001	normal
KDM2A	Kdm2a	4.2045786000000005	4204.578600000001	normal
GM3159	Gm3159	23.99706080000003	23997.06080000003	normal
GM3159	Gm3159	31.193512700000046	31193.512700000047	normal
GM3159	Gm3159	24.054112100000022	24054.112100000024	normal
FRMD4A	Frmd4a	113.87801890000081	113878.01890000081	normal
RMND1	Rmnd1	51.842334800000025	51842.334800000026	normal
GM3164	Gm3164	28.189817500000032	28189.817500000034	normal
GRIA4	Gria4	100.84572170000081	100845.72170000081	normal
GRIA4	Gria4	100.81960140000082	100819.60140000081	normal
GRIA4	Gria4	100.81960140000082	100819.60140000081	normal
RHOD	Rhod	23.561682600000022	23561.682600000022	normal
RDH13	Rdh13	36.46366790000005	36463.667900000044	normal
RHOD	Rhod	28.347545300000032	28347.54530000003	normal
RHOD	Rhod	22.288424300000017	22288.424300000017	normal
GM3173	Gm3173	15.703061899999991	15703.061899999992	normal
GM3173	Gm3173	20.4151495	20415.1495	normal
ARMT1	Armt1	50.54819440000011	50548.19440000012	normal
ARMT1	Armt1	24.534640900000003	24534.640900000002	normal
ARMT1	Armt1	16.097137899999986	16097.137899999987	normal
AKR1C6	Akr1c6	37.04723060000006	37047.23060000006	normal
SYT12	Syt12	46.679529000000045	46679.529000000046	normal
EPS8L1	Eps8l1	87.11703880000029	87117.03880000029	normal
EPS8L1	Eps8l1	80.02697710000022	80026.97710000022	normal
EPS8L1	Eps8l1	80.02697710000022	80026.97710000022	normal
GRIA4	Gria4	49.12169990000005	49121.69990000005	normal
SRL	Srl	54.2860535	54286.0535	normal
SRL	Srl	99.18278890000077	99182.78890000077	normal
MTMR3	Mtmr3	129.67738150000062	129677.38150000063	normal
MTMR3	Mtmr3	129.67738150000062	129677.38150000063	normal
