protein_id	gene_symbol	mol_weight_kd	mol_weight
P13595	Ncam1	119.43	119430
P13597	Icam1	58.844	58844
P13634	Ca1	28.33	28330
P13707	Gpd1	37.572	37572
P14069	S100a6	10.051	10051
P14094	Atp1b1	35.194	35194
P14106	C1qb	26.717	26717
P14115	Rpl27a	16.605	16605
P14131	Rps16	16.445	16445
P14148	Rpl7	31.419	31419
P14152	Mdh1	36.511	36511
P14206	Rpsa	32.838	32838
P14211	Calr	47.994	47994
P14231	Atp1b2	33.344	33344
P14246;Q8K2I2	Slc2a2	57.106	57106
P14438;P14434;P14437;P14436;P14435;P23150;P04228;P01910	H2-Aa	25.135	25135
P14483	H2-Ab1	30.128	30128
P14576	Srp54	55.72	55720
P14602	Hspb1	23.014	23014
P14685	Psmd3	60.718	60718
P14733	Lmnb1	66.785	66785
P14824	Anxa6	75.884	75884
P14869	Rplp0	34.216	34216
P14873	Map1b	270.25	270250
P14901	Hmox1	32.928	32928
P15105	Glul	42.119	42119
P15116;P39038	Cdh2	99.795	99795
P15208	Insr	155.61	155610
P15327	Bpgm	29.978	29978
P15331;REV__A2TJV2;REV__Q6P542;REV__P81122;Q9D4H4	Prph	54.267	54267
P15375	Myf6	26.986	26986
P15379	Cd44	85.616	85616
P15392	Cyp2a4	56.781	56781
P15508	Sptb	245.25	245250
P15532	Nme1	17.208	17208
P15535	B4galt1	44.411	44411
P15626	Gstm2	25.716	25716
P15864	Hist1h1c	21.266	21266
P16015	Ca3	29.366	29366
P16045	Lgals1	14.866	14866
P16110	Lgals3	27.515	27515
P16125	Ldhb	36.572	36572
P16254	Srp14	12.51	12510
P16294	F9	52.977	52977
P16301	Lcat	49.746	49746
P16330	Cnp	47.123	47123
P16331	Pah	51.899	51899
P16332	Mut	82.843	82843
P16388	Kcna1	56.409	56409
P16406	Enpep	107.96	107960
P16460	Ass1	46.584	46584
P16546;P08032	Sptan1	284.59	284590
P16627	Hspa1l	70.636	70636
P16675	Ctsa	53.844	53844
P16858;Q64467	Gapdh	35.81	35810
P16882	Ghr	72.782	72782
P17047	Lamp2	45.681	45681
P17095	Hmga1	11.614	11614
P17156;REV__Q91ZU6	Hspa2	69.641	69641
P17182	Eno1	47.14	47140
P17183	Eno2	47.296	47296
P17225	Ptbp1	56.477	56477
P17426	Ap2a1	107.66	107660
P17427	Ap2a2	104.02	104020
P17439	Gba	57.621	57621
P17563	Selenbp1	52.513	52513
P17665	Cox7c	7.3325	7332.5
P17710;O08528;Q91W97	Hk1	108.3	108300
P17717	Ugt2b17	60.855	60855
P17742	Ppia	17.971	17971
P17751	Tpi1	32.191	32191
P17809	Slc2a1	53.984	53984
Q61696;P17879	Hspa1a;Hspa1b	70.078	70078
P17918	Pcna	28.785	28785
P18111	Cdx1	28.436	28436
P18242	Ctsd	44.953	44953
P18525		12.872	12872
P18572	Bsg	42.444	42444
P18581	Slc7a2	71.855	71855
P18608	Hmgn1	10.152	10152
P18760	Cfl1	18.559	18559
P18826	Phka1	138.82	138820
P18872	Gnao1	40.084	40084
P19096	Fasn	272.43	272430
P19123	Tnnc1	18.42	18420
P19137	Lama1	338.14	338140
P19157;P46425	Gstp1	23.609	23609
P19221	F2	70.268	70268
P19246	Nefh	116.99	116990
P19253	Rpl13a	23.464	23464
P19258	Mpv17	19.686	19686
P19324	Serpinh1	46.533	46533
P19536	Cox5b	13.813	13813
P19639	Gstm3	25.701	25701
P19783	Cox4i1	19.53	19530
P19788	Mgp	12.359	12359
P19973	Lsp1	36.713	36713
P20029	Hspa5	72.421	72421
P20060	Hexb	61.115	61115
P20065;CON__P21752	Tmsb4x	5.6794	5679.4
P20108	Prdx3	28.127	28127
P20152	Vim	53.687	53687
P20357	Map2	199.13	199130
P20444	Prkca	76.851	76851
P20491	Fcer1g	9.6523	9652.3
P20852	Cyp2a5	56.74	56740
P20917	Mag	69.387	69387
P20918;CON__P06868	Plg	90.807	90807
P21107	Tpm3	32.994	32994
P21126	Ubl4a	17.8	17800
P21271	Myo5b	210.57	210570
P21278	Gna11	42.024	42024
P21279	Gnaq	42.158	42158
P21300	Akr1b7	35.988	35988
P21440	Abcb4	140.38	140380
P21460	Cst3	15.531	15531
P21550	Eno3	47.024	47024
P21614	Gc	53.6	53600
P21619	Lmnb2	67.317	67317
P21956	Mfge8	51.24	51240
P21958	Tap1	78.863	78863
P21981;Q9D7I9	Tgm2	77.06	77060
P22005	Penk	31.004	31004
P22315	Fech	47.13	47130
P22361	Hnf1a	67.252	67252
P22366	Myd88	33.753	33753
P22437;Q05769	Ptgs1	69.042	69042
P22599	Serpina1b	45.974	45974
P22892	Ap1g1	91.349	91349
P22907	Hmbs	39.344	39344
P23116;REV__A3KGV1;REV__Q924C5;REV__P48725;Q7TPW1	Eif3a	161.93	161930
P23198	Cbx3	20.855	20855
P23204	Ppara	52.347	52347
P23242	Gja1	43.004	43004
P23249	Mov10	113.58	113580
P23440	Pde6b	98.534	98534
P23475	Xrcc6	69.483	69483
P23492	Pnp	32.277	32277
P23506	Pcmt1	24.634	24634
P23589	Ca5a	34.072	34072
P23591	Tsta3	35.877	35877
P23772	Gata3	47.967	47967
P23780	Glb1	73.12	73120
P23818;Q9Z2W9;Q9Z2W8	Gria1;Gria3;Gria4	101.57	101570
P23819	Gria2	98.661	98661
P23881	Tcea3	38.849	38849
P23927	Cryab	20.069	20069
P23953	Ces1c	61.055	61055
P24270;Q8BI29	Cat	59.795	59795
P24288	Bcat1	42.791	42791
P24369	Ppib	23.713	23713
P24452	Capg	39.24	39240
P24456	Cyp2d10	57.233	57233
P24457	Cyp2d11	56.987	56987
P24472	Gsta4	25.564	25564
P24527	Lta4h	69.05	69050
P24547;P50096	Impdh2	55.814	55814
P24549	Aldh1a1	54.467	54467
P24638	Acp2	48.508	48508
P24668	M6pr	31.172	31172
P24721	Asgr2	34.906	34906
P25444	Rps2	31.231	31231
P25446	Fas	37.437	37437
P25688	Uox	35.039	35039
P25911;P08103	Lyn	58.812	58812
P25916	Bmi1	36.707	36707
P25976	Ubtf	89.508	89508
P26039	Tln1	269.82	269820
P26040	Ezr	69.406	69406
P26041	Msn	67.766	67766
P26043;REV__Q8BYI9	Rdx	68.542	68542
P26150;O35469;P26149;P24815	Hsd3b3;Hsd3b6	42.031	42031
P26187	Mgmt	22.434	22434
P26231;Q65CL1	Ctnna1	100.11	100110
P26262	Klkb1	71.382	71382
P26350	Ptma	12.254	12254
P26369	U2af2	53.516	53516
P26443;Q9D9C6	Glud1	61.336	61336
P26450;O08908;Q64143	Pik3r1	83.516	83516
P26516	Psmd7	36.539	36539
P26638	Sars	58.388	58388
P26645	Marcks	29.661	29661
P26883	Fkbp1a	11.922	11922
P27005	S100a8	10.294	10294
P27046;Q8BRK9	Man2a1	131.63	131630
P27048;P63163	Snrpb;Snrpn	23.656	23656
P27467	Wnt3a	39.257	39257
P27546	Map4	117.43	117430
P27573	Mpz	27.621	27621
P27601;P27600	Gna13	44.054	44054
P27612	Plaa	87.22	87220
P27641	Xrcc5	83.056	83056
P27656	Lipc	57.388	57388
P27659	Rpl3	46.109	46109
P27661	H2afx	15.142	15142
P27773;A2AJN7	Pdia3	56.678	56678
P27786	Cyp17a1	57.637	57637
P27808	Mgat1	51.69	51690
P27870	Vav1	98.136	98136
P28033	Cebpb	31.445	31445
P28063	Psmb8	30.26	30260
P28076	Psmb9	23.396	23396
P28230	Gjb1	32.003	32003
P28271;Q811J3	Aco1	98.124	98124
P28301	Lox	46.7	46700
P28352	Apex1	35.49	35490
P28474	Adh5	39.547	39547
P28481	Col2a1	141.97	141970
P28650	Adssl1	50.254	50254
P28651	Ca8	33.081	33081
P28652	Camk2b	60.46	60460
P28653	Bgn	41.639	41639
P28654;REV__Q91VC4	Dcn	39.809	39809
P28656	Nap1l1	45.345	45345
P28658	Atxn10	53.706	53706
P28659	Celf1	52.107	52107
P28660;Q8K1X4	Nckap1	128.78	128780
P28661	Sep-04	54.935	54935
P28663	Napb	33.557	33557
P28665	Mug1	165.3	165300
P28666	Mug2	162.38	162380
P28667	Marcksl1	20.165	20165
P28704	Rxrb	55.865	55865
P28738	Kif5c	109.27	109270
P28740	Kif2a	79.755	79755
P28828	Ptprm	163.65	163650
P28843	Dpp4	87.436	87436
P28867;REV__Q6ZPL9;Q02111	Prkcd	77.546	77546
P29341	Pabpc1	70.67	70670
P29351	Ptpn6	67.558	67558
P29391;P49945	Ftl1;Ftl2	20.802	20802
P29416	Hexa	60.612	60612
P29452	Casp1	45.64	45640
P29533	Vcam1	81.317	81317
P29595	Nedd8	8.9723	8972.3
P29699	Ahsg	37.325	37325
P29758	Oat	48.354	48354
P29788;CON__Q3ZBS7;Q8BP99;Q8K3F2	Vtn	54.848	54848
P30115	Gsta3	25.36	25360
P30204	Msr1	50.169	50169
P30275	Ckmt1	47.003	47003
P30355	Alox5ap	18.136	18136
P30412	Ppic	22.794	22794
P30416	Fkbp4	51.572	51572
P30681	Hmgb2	24.162	24162
P30999	Ctnnd1	104.92	104920
P31001	Des	53.497	53497
P31230	Aimp1	33.997	33997
P31428	Dpep1	45.722	45722
P31648	Slc6a1	67.001	67001
P31649	Slc6a13	68.284	68284
P31650;O55192;Q8VBW1	Slc6a11	69.96	69960
P31651	Slc6a12	69.613	69613
P31725	S100a9	13.049	13049
P31750	Akt1	55.707	55707
P31786	Dbi	10	10000
P31809;Q925P2	Ceacam1;Ceacam2	57.015	57015
P31938	Map2k1	43.474	43474
P31996	Cd68	34.817	34817
P32020	Scp2	59.125	59125
P32037	Slc2a3	53.478	53478
P32067	Ssb	47.756	47756
P32233	Drg1	40.512	40512
P32261;CON__P41361	Serpinc1	52.003	52003
P32848	Pvalb	11.93	11930
P32921	Wars	54.357	54357
P33173	Kif1a	191.72	191720
P33267	Cyp2f2	55.948	55948
P33587	Proc	51.818	51818
P33622	Apoc3	10.982	10982
P34022	Ranbp1	23.596	23596
P34152;Q9QVP9	Ptk2	119.24	119240
P34884	Mif	12.504	12504
P34914	Ephx2	62.515	62515
P34927	Asgr1	32.591	32591
P34928	Apoc1	9.6963	9696.3
P35123;Q99K46	Usp4	108.34	108340
P35235	Ptpn11	68.034	68034
P35276;Q9CZT8	Rab3d;Rab3b	24.416	24416
P35278	Rab5c	23.412	23412
P35279;P61294;Q8BHD0	Rab6a;Rab6b	23.59	23590
P35282	Rab21	24.106	24106
P35283	Rab12	27.328	27328
P35285;Q921E2	Rab22a	21.802	21802
P35290	Rab24	23.144	23144
P35292	Rab17	23.64	23640
P35293	Rab18	23.035	23035
P35396	Ppard	49.715	49715
P35436	Grin2a	165.42	165420
P35441;CON__Q28194	Thbs1	129.65	129650
P35486	Pdha1	43.231	43231
P35492	Hal	72.257	72257
P35505	Fah	46.175	46175
P35546	Ret	123.87	123870
P35550	Fbl	34.306	34306
P35564;P52194	Canx	67.277	67277
P35569	Irs1	130.72	130720
P35576	G6pc	40.472	40472
P35583	Foxa2	48.498	48498
P35585;Q9WVP1	Ap1m1	48.542	48542
P35700	Prdx1	22.176	22176
P35762	Cd81	25.814	25814
P35802	Gpm6a	31.149	31149
P35821	Ptpn1	49.593	49593
P35822	Ptprk	164.18	164180
P35831	Ptpn12	86.525	86525
P35917	Flt4	153.01	153010
P35922	Fmr1	68.988	68988
P35951	Ldlr	94.946	94946
P35979	Rpl12	17.804	17804
P35980	Rpl18	21.644	21644
P36371	Tap2	77.444	77444
P36423	Tbxas1	60.39	60390
P36536	Sar1a	22.371	22371
P36552	Cpox	49.714	49714
P36916	Gnl1	68.77	68770
P36993	Ppm1b	42.795	42795
P37040	Por	77.043	77043
P37804	Tagln	22.576	22576
P37889	Fbln2	131.83	131830
P38060;Q8JZS7	Hmgcl	34.238	34238
P38647	Hspa9	73.46	73460
P39039	Mbl1	25.396	25396
P39053	Dnm1	97.802	97802
P39054	Dnm2	98.144	98144
P39061	Col18a1	182.17	182170
P39428	Traf1	45.464	45464
P39447	Tjp1	194.74	194740
P40124	Cap1	51.564	51564
P40142	Tkt	67.63	67630
P40201	Chd1	196.38	196380
P40237	Cd82	29.628	29628
P40240	Cd9	25.258	25258
P40336	Vps26a	38.113	38113
P40630	Tfam	27.987	27987
P40936	Inmt	29.459	29459
P41105	Rpl28	15.733	15733
P41216	Acsl1	77.951	77951
P41233	Abca1	253.91	253910
P41241;P41242	Csk	50.716	50716
P41317	Mbl2	25.957	25957
P42125	Eci1	32.25	32250
P42208	Sep-02	41.525	41525
P42225	Stat1	87.196	87196
P42227	Stat3	88.053	88053
P42232	Stat5b	90.001	90001
P42337	Pik3ca	124.41	124410
P42567	Eps15	98.47	98470
P42669;Q9WTR0	Pura	34.883	34883
P42703	Lifr	122.57	122570
P42859	Htt	344.69	344690
P42925	Pxmp2	22.265	22265
P42932	Cct8	59.555	59555
P43006	Slc1a2	62.03	62030
P43024	Cox6a1	12.352	12352
P43025	Clec3b	22.257	22257
P43142	Gpr182	45.496	45496
P43274;Q07133	Hist1h1e	21.977	21977
P43275	Hist1h1a	21.785	21785
P43276	Hist1h1b	22.576	22576
P43277	Hist1h1d	22.099	22099
P43406	Itgav	115.36	115360
P43883	Plin2	46.646	46646
P45376	Akr1b1	35.732	35732
P45377	Akr1b8	36.12	36120
P45481;B2RWS6	Crebbp;Ep300	265.49	265490
P45591	Cfl2	18.709	18709
P45700	Man1a1	73.275	73275
P45878	Fkbp2	15.344	15344
P45952	Acadm	46.481	46481
P46061	Rangap1	63.53	63530
P46096	Syt1	47.417	47417
P46097	Syt2	47.262	47262
P46412;P21765	Gpx3	25.424	25424
P46414	Cdkn1b	22.193	22193
P46460	Nsf	82.613	82613
P46467;Q8BPY9	Vps4b	49.419	49419
P46471	Psmc2	48.647	48647
P46638;P62492;Q9WTL2	Rab11b;Rab11a	24.489	24489
P46656	Fdx1	20.123	20123
P46660	Ina	55.382	55382
P46664	Adss	50.02	50020
P46735;REV__Q9CWL2;Q8K4P7;Q99M96	Myo1b	128.56	128560
P46737	Brcc3	33.34	33340
P46935	Nedd4	102.71	102710
P46938	Yap1	52.383	52383
P46978	Stt3a	80.597	80597
P47199	Cryz	35.268	35268
P47708	Rph3a	75.488	75488
P47738	Aldh2	56.537	56537
P47740;P47739	Aldh3a2	53.97	53970
P47753	Capza1	32.939	32939
P47754	Capza2	32.967	32967
P47757	Capzb	31.345	31345
P47758	Srprb	29.579	29579
P47791	Gsr	53.662	53662
P47802	Mtx1	35.623	35623
P47809	Map2k4	44.113	44113
P47811	Mapk14	41.287	41287
P47856;Q9Z2Z9	Gfpt1	78.538	78538
P47857	Pfkm	85.268	85268
P47877	Igfbp2	32.846	32846
P47879	Igfbp4	27.807	27807
P47911	Rpl6	33.509	33509
P47915	Rpl29	17.587	17587
P47934	Crat	70.839	70839
P47941	Crkl	33.83	33830
P47955	Rplp1	11.475	11475
P47962	Rpl5	34.4	34400
P47963	Rpl13	24.305	24305
P47964	Rpl36	12.215	12215
P48024;Q9CXU9	Eif1;Eif1b	12.746	12746
P48025	Syk	71.376	71376
P48036	Anxa5	35.752	35752
P48193	Epb41	95.91	95910
P48316	Gadd45a	18.339	18339
P48318	Gad1	66.648	66648
P48381	Rfx3	83.511	83511
P48410	Abcd1	81.858	81858
P48428	Tbca	12.758	12758
P48437	Prox1	83.125	83125
P48678	Lmna	74.237	74237
P48722	Hspa4l	94.381	94381
P48758	Cbr1	30.641	30641
P48760	Fpgs	64.955	64955
P48771	Cox7a2	9.2908	9290.8
P48774	Gstm5	26.635	26635
P48776	Tdo2	47.756	47756
P48787	Tnni3	24.258	24258
P48962;Q3V132	Slc25a4	32.904	32904
P49025	Cit	235.39	235390
P49135	Ercc3	89.125	89125
P49138;Q9D2E1;Q922R0	Mapkapk2	44.049	44049
P49182	Serpind1	54.496	54496
P49312	Hnrnpa1	34.196	34196
P49429	Hpd	45.054	45054
P49442	Inpp1	43.346	43346
P49443	Ppm1a	42.432	42432
P49586;Q811Q9	Pcyt1a	41.666	41666
P49615;P11440;Q80YP0;P30285;P97377;Q3V3A1;Q04899;O35495;Q04735;Q8K0D0;Q69ZA1	Cdk5	33.288	33288
P49698;Q9WUU6	Hnf4a	52.683	52683
P49710	Hcls1	54.24	54240
P49722	Psma2	25.926	25926
P49817	Cav1	20.538	20538
P49935	Ctsh	37.17	37170
P49962	Srp9	10.194	10194
P50114	S100b	10.728	10728
P50136	Bckdha	50.37	50370
P50149	Gnat2	40.117	40117
P50171	Hsd17b8	26.588	26588
P50172	Hsd11b1	32.364	32364
P50236;REV__P70122	Sult2a2	33.329	33329
P50247	Ahcy	47.688	47688
P50285	Fmo1	59.914	59914
P50295;P50296;P50294	Nat2	33.701	33701
P50396	Gdi1	50.521	50521
P50427	Sts	66.59	66590
P50429	Arsb	59.646	59646
P50431	Shmt1	52.6	52600
P50462	Csrp3	20.895	20895
P50516	Atp6v1a	68.325	68325
P50518;Q9D593	Atp6v1e1	26.157	26157
P50543	S100a11	11.083	11083
P50544	Acadvl	70.875	70875
P50580	Pa2g4	43.698	43698
P50637	Tspo	18.841	18841
P50752	Tnnt2	35.825	35825
P51125	Cast	84.921	84921
P51150	Rab7a	23.489	23489
P51163	Uros	28.504	28504
P51174	Acadl	47.907	47907
P51175	Ppox	50.87	50870
P51410	Rpl9	21.881	21881
P51432	Plcb3	139.49	139490
P51437	Camp	19.453	19453
P51655	Gpc4	62.586	62586
P51658	Hsd17b2	41.835	41835
P51660	Hsd17b4	79.481	79481
P51667	Myl2	18.864	18864
P51855;REV__P70451	Gss	52.246	52246
P51859	Hdgf	26.268	26268
P51863	Atp6v0d1	40.301	40301
P51880	Fabp7	14.893	14893
P51881	Slc25a5	32.931	32931
P51885;CON__Q05443	Lum	38.265	38265
P52019	Sqle	63.769	63769
P52196	Tst	33.466	33466
P52293	Kpna2	57.927	57927
P52332	Jak1	133.37	133370
P52430	Pon1	39.565	39565
P52432	Polr1c	39.106	39106
P52479	Usp10	87.021	87021
P52480	Pkm	57.844	57844
P52503	Ndufs6	13.02	13020
P52623;Q99PM9	Uck1	31.068	31068
P52633	Stat6	93.496	93496
P52760	Hrsp12	14.255	14255
P52792	Gck	52.088	52088
P52795	Efnb1	37.859	37859
P52825	Cpt2	73.98	73980
P52840	Sult1a1	33.974	33974
P52843	Sult2a1	33.213	33213
P53026	Rpl10a	24.916	24916
P53351	Plk2	77.811	77811
P53368	Nudt1	17.908	17908
P53395	Dbt	53.246	53246
P53568	Cebpg	16.399	16399
P53612	Rabggtb	37.803	37803
P53657	Pklr	62.308	62308
P53702	Hccs	30.977	30977
P53798	Fdft1	48.154	48154
P53808	Pctp	24.785	24785
P53810	Pitpna	31.893	31893
P53811	Pitpnb	31.487	31487
P53986	Slc16a1	53.267	53267
P53994;P59279	Rab2a;Rab2b	23.547	23547
P53996	Cnbp	19.592	19592
P54071	Idh2	50.906	50906
P54103	Dnajc2	71.721	71721
P54116	Stom	31.375	31375
P54227	Stmn1	17.274	17274
P54276	Msh6	151.08	151080
P54310	Lipe	83.347	83347
P54320	Eln	71.937	71937
P54726	Rad23a	39.706	39706
P54728	Rad23b	43.512	43512
P54729	Nub1	70.306	70306
P54731	Faf1	73.862	73862
P54751	St3gal1	39.072	39072
P54775	Psmc4	47.408	47408
P54797	Tango2	30.947	30947
P54822	Adsl	54.866	54866
P54823	Ddx6	54.191	54191
P54869	Hmgcs2	56.822	56822
P55012	Slc12a2	131.03	131030
P55050	Fabp2	15.126	15126
P55065	Pltp	54.452	54452
P55066	Ncan	137.2	137200
P55088	Aqp4	34.436	34436
P55096	Abcd3	75.474	75474
P55258	Rab8a	23.668	23668
P55264	Adk	40.148	40148
P55284	Cdh5	87.902	87902
P55292	Dsc2	99.96	99960
P55302	Lrpap1	42.215	42215
P55821	Stmn2	20.828	20828
P55937	Golga3	167.22	167220
P56135	Atp5j2	10.344	10344
P56183	Rrp1	54.776	54776
P56212	Arpp19	12.293	12293
P56213	Gfer	22.876	22876
P56371	Rab4a	24.408	24408
P56375	Acyp2	11.877	11877
P56376	Acyp1	11.241	11241
P56379	Mp68	6.6979	6697.9
P56380	Nudt2	16.989	16989
P56382	Atp5e	5.8378	5837.8
P56387	Dynlt3	12.957	12957
P56389	Cda	16.131	16131
P56391	Cox6b1	10.071	10071
P56392	Cox7a1	8.9863	8986.3
P56393	Cox7b	9.0113	9011.3
P56394	Cox17	6.784	6784
P56395	Cyb5a	15.241	15241
P56399;REV__Q8R418	Usp5	95.832	95832
P56404	Aqp8	27.797	27797
P56475	Gabrr1	55.487	55487
P56480	Atp5b	56.3	56300
P56528	Cd38	34.407	34407
P56542	Dnase2	38.81	38810
P56546	Ctbp2	48.956	48956
P56564	Slc1a3	59.622	59622
P56565	S100a1	10.505	10505
P56593	Cyp2a12	56.179	56179
P56654	Cyp2c37	55.606	55606
P56655	Cyp2c38	56.229	56229
P56656	Cyp2c39	55.826	55826
P56657	Cyp2c40	55.763	55763
P56671	Maz	48.769	48769
P56695	Wfs1	100.58	100580
P56812	Pdcd5	14.275	14275
P56844	Tcl1b4	14.123	14123
P56873	Sssca1	21.336	21336
P56959	Fus	52.673	52673
P57716	Ncstn	78.491	78491
P57722;P57724	Pcbp3	39.294	39294
P57746	Atp6v1d	28.369	28369
P57759	Erp29	28.823	28823
P57776	Eef1d	31.293	31293
P57780	Actn4	104.98	104980
P57784	Snrpa1	28.357	28357
P58021	Tm9sf2	75.329	75329
P58044	Idi1	26.289	26289
P58058	Nadk	48.597	48597
P58059	Mrps21	10.561	10561
P58064	Mrps6	14.308	14308
P58137	Acot8	35.827	35827
P58252	Eef2	95.313	95313
P58281;REV__Q8BR90;P58682	Opa1	111.34	111340
P58389	Ppp2r4	36.71	36710
P58404	Strn4	81.644	81644
P58501	Paxbp1	104.83	104830
P58710	Gulo	50.478	50478
P58735	Slc26a1	75.787	75787
P58742	Aaas	59.43	59430
P58771	Tpm1	32.68	32680
P58801	Ripk2	60.399	60399
P58802	Tbc1d10a	56.202	56202
P58871	Tnks1bp1	181.82	181820
P59017	Bcl2l13	46.719	46719
P59114	Pcif1	80.504	80504
P59235	Nup43	41.989	41989
P59242	Cgn	136.45	136450
P59266	Fitm2	30.016	30016
P59325	Eif5	48.968	48968
P59328	Wdhd1	124.25	124250
P59644	Inpp5j	107.54	107540
P59708	Sf3b6	14.585	14585
P59729	Rin3	107.22	107220
P59764	Dock4	226.55	226550
P59913	Pcmtd1	40.693	40693
P59999	Arpc4	19.667	19667
P60060	Sec61g	7.7412	7741.2
P60122	Ruvbl1	50.213	50213
P60202	Plp1	30.077	30077
P60229;P08043	Eif3e	52.22	52220
P60334	Cdo1	23.026	23026
P60335	Pcbp1	37.497	37497
P60487	Pdxp	31.512	31512
P60603	Romo1	8.1828	8182.8
P60605	Ube2g2	18.566	18566
P60670	Nploc4	68.016	68016
P60710	Actb	41.736	41736
P60766;Q8R527;Q9ER71	Cdc42	21.258	21258
P60824	Cirbp	18.607	18607
P60840	Ensa	13.335	13335
P60843	Eif4a1	46.153	46153
P60867	Rps20	13.373	13373
P60879	Snap25	23.315	23315
P60898	Polr2i	14.523	14523
P60904	Dnajc5	22.101	22101
P61021	Rab5b	23.707	23707
P61022	Chp1	22.432	22432
P61027	Rab10	22.541	22541
P61028	Rab8b	23.603	23603
P61079;Q6ZWY6;P61080	Ube2d3	16.687	16687
P61082	Ube2m	20.9	20900
P61087	Ube2k	22.406	22406
P61089;Q9CQ37	Ube2n	17.138	17138
P61148	Fgf1	17.417	17417
P61161	Actr2	44.76	44760
P61164	Actr1a	42.613	42613
P61166	Tmem258	9.0788	9078.8
P61202	Cops2	51.596	51596
P61211	Arl1	20.411	20411
P61222	Abce1	67.314	67314
P61255	Rpl26	17.258	17258
P61264;O35526	Stx1b	33.244	33244
P61290	Psme3	29.506	29506
P61327;Q9CQL1	Magoh;Magohb	17.163	17163
P61358	Rpl27	15.798	15798
P61458	Pcbd1	11.985	11985
P61514	Rpl37a	10.275	10275
P61620;Q9JLR1	Sec61a1	52.264	52264
P61750	Arf4	20.396	20396
P61759	Vbp1	22.435	22435
P61804	Dad1	12.497	12497
P61922	Abat	56.451	56451
P61924	Copz1	20.198	20198
P61953	Gng11	8.4807	8480.7
P61957	Sumo2	10.871	10871
P61961	Ufm1	9.1175	9117.5
P61965	Wdr5	36.588	36588
P61967;Q9DB50	Ap1s1	18.733	18733
P61971	Nutf2	14.478	14478
P61979	Hnrnpk	50.976	50976
P61982	Ywhag	28.302	28302
P62071	Rras2	23.399	23399
P62073	Timm10	10.333	10333
P62075	Timm13	10.458	10458
P62077	Timm8b	9.2864	9286.4
P62082	Rps7	22.127	22127
P62137	Ppp1ca	37.54	37540
P62141	Ppp1cb	37.186	37186
P62192	Psmc1	49.184	49184
P62196	Psmc5	45.626	45626
P62242	Rps8	24.205	24205
P62245	Rps15a	14.839	14839
P62254	Ube2g1	19.509	19509
P62257	Ube2h	20.655	20655
P62259	Ywhae	29.174	29174
P62264	Rps14	16.273	16273
P62267	Rps23	15.807	15807
P62270	Rps18	17.718	17718
P62274	Rps29	6.6767	6676.7
P62281	Rps11	18.431	18431
P62301	Rps13	17.222	17222
P62305	Snrpe	10.803	10803
P62307	Snrpf	9.7251	9725.1
P62309	Snrpg	8.496	8496
P62311	Lsm3	11.845	11845
P62313	Lsm6	9.1275	9127.5
P62315	Snrpd1	13.281	13281
P62317	Snrpd2	13.527	13527
P62320	Snrpd3	13.916	13916
P62322	Lsm5	9.9374	9937.4
P62331	Arf6	20.082	20082
P62334	Psmc6	44.172	44172
P62342	Selt	22.292	22292
P62482	Kcnab2	41.021	41021
P62500	Tsc22d1	109.81	109810
P62627	Dynlrb1	10.99	10990
P62631	Eef1a2	50.454	50454
P62702	Rps4x	29.597	29597
P62715	Ppp2cb	35.575	35575
P62717	Rpl18a	20.732	20732
P62737;P63268	Acta2;Actg2	42.009	42009
P62743	Ap2s1	17.018	17018
P62746	Rhob	22.123	22123
P62748	Hpcal1	22.338	22338
P62751	Rpl23a	17.695	17695
P62754	Rps6	28.68	28680
P62761	Vsnl1	22.142	22142
P62774	Mtpn	12.861	12861
P62806	Hist1h4a	11.367	11367
P62814	Atp6v1b2	56.55	56550
P62821	Rab1A	22.677	22677
P62823	Rab3c	25.872	25872
P62827;Q61820	Ran;Rasl2-9	24.423	24423
P62830	Rpl23	14.865	14865
P62835	Rap1a	20.987	20987
P62843	Rps15	17.04	17040
P62849	Rps24	15.423	15423
P62852	Rps25	13.742	13742
P62855	Rps26	13.015	13015
P62858	Rps28	7.8409	7840.9
P62862	Fau	6.6478	6647.8
P62869	Tceb2	13.17	13170
P62874	Gnb1	37.377	37377
P62876	Polr2l	7.645	7645
P62878	Rbx1	12.274	12274
P62880;P29387	Gnb2	37.331	37331
P62889	Rpl30	12.784	12784
P62897;P00015	Cycs	11.605	11605
P62900	Rpl31	14.463	14463
P62908	Rps3	26.674	26674
P62911	Rpl32	15.86	15860
P62918	Rpl8	28.024	28024
P62960;Q9Z2C8	Ybx1	35.73	35730
P62962;CON__P02584	Pfn1	14.957	14957
P62983;P62984;P0CG49;P0CG50	Rps27a;Uba52;Ubb;Ubc	17.951	17951
P62996;Q6PFR5	Tra2b	33.665	33665
P63001;P60764	Rac1;Rac3	21.45	21450
P63005	Pafah1b1	46.67	46670
P63006	Lhx1	44.78	44780
P63011	Rab3a	24.97	24970
P63017	Hspa8	70.87	70870
P63024	Vamp3	11.48	11480
P63028	Tpt1	19.462	19462
P63030	Mpc1	12.454	12454
P63037	Dnaja1	44.868	44868
P63038	Hspd1	60.955	60955
P63040	Cplx1	15.122	15122
P63044	Vamp2	12.691	12691
P63054	Pcp4	6.8073	6807.3
P63073	Eif4e	25.053	25053
P63085	Mapk1	41.275	41275
Q6R0H7;P63094;Q8CGK7	Gnas	121.5	121500
